name,market_value_eur,contract_until,tm_photo_url,tm_id,age,foot,height,position,dob
S. Camara,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/707568-1700767834.png,707568.0,,,,,
G. Guliashvili,2500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/502682-1759082949.jpg,502682.0,,,,,
Asier Villalibre,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/251897-1709676417.png,251897.0,,,,,
Juan Carlos Arana,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/461631-1767022242.jpg,461631.0,,,,,
Manex Lozano,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1427892-1762946459.jpg,1427892.0,,,,,
Jaime Mata,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/227961-1530601381.jpg,227961.0,,,,,
Rubén Yáñez,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/246335-1760543090.jpg,246335.0,,,,,
Christian Joel,,,https://img.a.transfermarkt.technology/portrait/big/531373-1760543578.jpg,531373.0,,,,,
L. Perrin,2000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/352392-1760543223.jpg,352392.0,,,,,
C. Sánchez,3000000.0,2028-12-31,https://img.a.transfermarkt.technology/portrait/big/803608-1673379947.jpg,803608.0,,,,,
Andrés Cuenca,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/962111-1745401649.jpg,962111.0,,,,,
Eric Curbelo,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/390823-1760544007.jpg,390823.0,,,,,
Kevin Vázquez,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/221315-1760543885.jpg,221315.0,,,,,
Brian Oliván,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/166677-1626938634.jpg,166677.0,,,,,
Pablo García,600000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/636300-1760543180.jpg,636300.0,,,,,
Guille Rosas,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/557146-1760543143.jpg,557146.0,,,,,
M. Loum,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/364237-1760543924.jpg,364237.0,,,,,
Nacho Martín,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/719722-1760543314.jpg,719722.0,,,,,
Álex Corredera,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/268167-1760543620.jpg,268167.0,,,,,
Jesús Bernal,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/509483-1760543414.jpg,509483.0,,,,,
J. Smith,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/904712-1760544046.jpg,904712.0,,,,,
Manu Rodríguez,500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1064469.jpg,1064469.0,,,,,
César Gelabert,3000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/505308-1760543496.jpg,505308.0,,,,,
Gaspar Campos,2000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/580525-1760543372.jpg,580525.0,,,,,
Dani Queipo,1200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/719726-1760543540.jpg,719726.0,,,,,
Jonathan Dubasin,3500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/628621-1760543752.jpg,628621.0,,,,,
A. Ferrari,2200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/973805-1682362275.jpeg,973805.0,,,,,
J. Otero,1800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/332305-1760543841.jpg,332305.0,,,,,
A. Coundoul,200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/938669-1760543790.jpg,938669.0,,,,,
E. Andrada,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/105888-1779143068.jpg,105888.0,,,,,
A. Rodríguez,,,https://img.a.transfermarkt.technology/portrait/big/608382-1779142396.jpg,608382.0,,,,,
Tachi,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/354697-1779143135.jpg,354697.0,,,,,
J. El Yamiq,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/235412-1779143037.jpg,235412.0,,,,,
Ale Gomes,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1371198-1779142472.jpg,1371198.0,,,,,
Pablo Insua,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/171362-1664288597.jpg,171362.0,,,,,
A. Radovanović,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/339501-1732734916.jpg,339501.0,,,,,
Juan Larios,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/646738-1761230452.jpg,646738.0,,,,,
Dani Tasende,700000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/627282-1732366663.jpg,627282.0,,,,,
Carlos Pomares,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/238872-1623919828.jpg,238872.0,,,,,
Martín Aguirregabiria,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/483573-1779143176.jpg,483573.0,,,,,
Juan Sebastián,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/708499-1734518812.png,708499.0,,,,,
P. Akouokou,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/429901-1779142558.jpg,429901.0,,,,,
Francho Serrano,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/632930-1732368027.jpg,632930.0,,,,,
Toni Moya,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/295065-1732366936.jpg,295065.0,,,,,
Raúl Guti,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/330352-1779142587.jpg,330352.0,,,,,
Yussif Saidu,1000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1209286-1779142351.jpg,1209286.0,,,,,
K. Bare,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/295622-1732366752.jpg,295622.0,,,,,
M. Mensah,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/972730-1779142502.jpg,972730.0,,,,,
Lucas Terrer,300000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1004516-1732368566.jpg,1004516.0,,,,,
Hugo Pinilla,500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1262309-1779142906.jpg,1262309.0,,,,,
Sebas Moyano,700000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/292617-1779142834.jpg,292617.0,,,,,
N. Čumić,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/368982-1722142518.png,368982.0,,,,,
Róber González,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/505675-1764336539.png,505675.0,,,,,
Valery Fernández,700000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/331496-1779142628.jpg,331496.0,,,,,
Paulino de la Fuente,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/261502-1779142776.jpg,261502.0,,,,,
Mario Soberón,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/522110-1732368046.jpg,522110.0,,,,,
Dani Gómez,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/422460-1779142662.jpg,422460.0,,,,,
W. Agada,,,https://img.a.transfermarkt.technology/portrait/big/564388-1757584266.jpg,564388.0,,,,,
K. Kodro,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/197126-1779143269.jpg,197126.0,,,,,
Marcos Cuenca,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/709804-1779142703.jpg,709804.0,,,,,
S. Bakış,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/134631-1564741193.jpg,134631.0,,,,,
Jonmi Magunagoitia,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/606848-1725622355.jpg,606848.0,,,,,
Jon López,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/623525-1614696484.jpg,623525.0,,,,,
Marco Moreno,900000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/534376.jpg,534376.0,,,,,
Aritz Arambarri,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/434602-1701787117.jpg,434602.0,,,,,
Jair Amador,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/128479-1732366985.jpg,128479.0,,,,,
Anaitz Arbilla,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/71548-1447228319.jpg,71548.0,,,,,
Hodei Arrillaga,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1112214-1732229766.jpg,1112214.0,,,,,
Juan Bernat,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/126719-1672304606.jpg,126719.0,,,,,
Sergio Cubero,700000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/684253-1732229818.jpg,684253.0,,,,,
Chema Rodríguez,,,https://img.a.transfermarkt.technology/portrait/big/560107-1745337712.jpg,560107.0,,,,,
Peru Nolaskoain,800000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/447052-1536311659.jpg,447052.0,,,,,
Sergio Álvarez,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/138935-1541151142.jpg,138935.0,,,,,
Aleix Garrido,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/709966-1680266558.jpg,709966.0,,,,,
Lander Olaetxea,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/377795-1726303501.jpg,377795.0,,,,,
Ander Madariaga,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/710657-1732229871.jpg,710657.0,,,,,
Jon Magunazelaia,900000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/625655-1707947912.jpg,625655.0,,,,,
Javi Martínez,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/471474-1694423354.png,471474.0,,,,,
Toni Villa,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/337066-1541147987.jpg,337066.0,,,,,
Adu Ares,1200000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/895480-1709676270.png,895480.0,,,,,
Jon Guruzeta,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/625064-1669412900.png,625064.0,,,,,
José Corpas,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/379534-1603961875.jpg,379534.0,,,,,
Jon Bautista,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/289236-1490952281.jpg,289236.0,,,,,
Javi Martón,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/711394-1712568577.jpg,711394.0,,,,,
Hugo Pérez,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/298613-1757573474.png,298613.0,,,,,
Dani Jiménez,200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/126509-1724337115.jpg,126509.0,,,,,
Álvaro Carrillo,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/652330-1757573146.png,652330.0,,,,,
Joaquín Fernández,,,https://img.a.transfermarkt.technology/portrait/big/221321-1741026207.jpg,221321.0,,,,,
Jorge Pulido,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/67546-1757674344.png,67546.0,,,,,
Iñigo Piña,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/277500-1757573076.png,277500.0,,,,,
Julio Alonso,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/521455-1757573371.png,521455.0,,,,,
Rodrigo Abajas,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/949116-1757674535.png,949116.0,,,,,
Toni Abad,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/595357-1724336688.jpg,595357.0,,,,,
Jaime Seoane,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/340867-1572432326.jpg,340867.0,,,,,
Jesús Álvarez,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/541920-1757572528.png,541920.0,,,,,
Óscar Sielva,500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/67550-1757573264.png,67550.0,,,,,
Javi Mier,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/353018-1757674719.png,353018.0,,,,,
M. Agbekpornu,400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/722365-1640192269.png,722365.0,,,,,
D. Luna,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/857830-1758268273.png,857830.0,,,,,
Portillo,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/138803-1758268130.png,138803.0,,,,,
Efe Aghama,,,https://img.a.transfermarkt.technology/portrait/big/1180386-1773434667.png,1180386.0,,,,,
Dani Ojeda,600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/111621-1757572691.png,111621.0,,,,,
Álex Cantero,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/638235-1760515725.JPG,638235.0,,,,,
Liberto Beltrán,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/355763-1757674643.png,355763.0,,,,,
I. Laquintana,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/577407-1717523216.jpg,577407.0,,,,,
Enol Rodríguez,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/699607-1757571932.png,699607.0,,,,,
Jordi Escobar,300000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/568155-1588836688.jpg,568155.0,,,,,
Diego Aznar,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1124142-1757572123.png,1124142.0,,,,,
Sergi Enrich,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/81988-1758268366.png,81988.0,,,,,
Fernando Martínez,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/81997-1732734635.jpg,81997.0,,,,,
Bruno Iribarne,200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/747197-1732735947.jpg,747197.0,,,,,
Andrés Fernández,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/57522-1662569651.png,57522.0,,,,,
F. Bonini,3000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/530552-1696843680.jpg,530552.0,,,,,
Chumi,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/333361-1732734550.jpg,333361.0,,,,,
Nélson Monte,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/332615-1641379199.png,332615.0,,,,,
Rodrigo Ely,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/176140-1448982160.jpg,176140.0,,,,,
Pedro Fidel,200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1369650-1758931198.jpg,1369650.0,,,,,
Álex Muñoz,800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/243760-1737365855.jpg,243760.0,,,,,
Álex Centelles,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/423443-1732735002.jpg,423443.0,,,,,
D. Chirino,1500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/611816-1673436418.jpg,611816.0,,,,,
Marcos Luna,500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/718876-1732367806.jpg,718876.0,,,,,
D. Lopy,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/649033-1732735151.jpg,649033.0,,,,,
Arnau Puigmal,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/536030-1732735394.jpg,536030.0,,,,,
André Horta,9000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/261927-1702415787.jpg,261927.0,,,,,
S. Džodić,150000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/989106-1773266710.png,989106.0,,,,,
I. Baba,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/442805-1732735297.jpg,442805.0,,,,,
Gui Guedes,,,https://img.a.transfermarkt.technology/portrait/big/696506-1732735490.jpg,696506.0,,,,,
Nico Melamed,3000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/570421-1732735606.jpg,570421.0,,,,,
Jon Morcillo,2000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/455349-1671999074.png,455349.0,,,,,
P. Soko,1200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/524197-1724336779.jpg,524197.0,,,,,
Léo Baptistão,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/221899-1732735727.jpg,221899.0,,,,,
Adri Embarba,700000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/288318-1583506487.jpg,288318.0,,,,,
Thalys,6000000.0,2031-06-30,https://img.a.transfermarkt.technology/portrait/big/1072157-1680449274.jpg,1072157.0,,,,,
Miguel de la Fuente,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/480883-1647530867.jpg,480883.0,,,,,
Ibrahima Koné,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/490223-1699983312.jpg,490223.0,,,,,
Guille Vallejo,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/341570.jpg,341570.0,,,,,
Pedro López,0.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1034468.jpg,1034468.0,,,,,
Diego González,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/513441-1724336592.jpg,513441.0,,,,,
Yago Cantero,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/625647.jpg,625647.0,,,,,
Albert Caparrós,,,https://img.a.transfermarkt.technology/portrait/big/664420-1650994017.jpg,664420.0,,,,,
Carlos Hernández,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/225459.jpg,225459.0,,,,,
José Matos,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/268957-1675800046.jpg,268957.0,,,,,
Redru,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/521329.jpg,521329.0,,,,,
Gonzalo Almenara,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/396160-1659604629.jpg,396160.0,,,,,
Y. Lachhab,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/613040.jpg,613040.0,,,,,
Y. Bodiger,500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/290533-1501590951.jpg,290533.0,,,,,
Cristian Rodríguez,400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/442802-1698154720.jpg,442802.0,,,,,
José Campaña,400000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/120095-1601644816.jpg,120095.0,,,,,
A. Bassinga,200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1210422-1727113232.jpg,1210422.0,,,,,
Arick Betancourt,,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1045533-1749290757.jpg,1045533.0,,,,,
Kuki Zalazar,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/311696-1447238730.jpg,311696.0,,,,,
Aisar Ahmed,,,https://img.a.transfermarkt.technology/portrait/big/817753.jpg,817753.0,,,,,
Marino Illescas,300000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/556059.jpg,556059.0,,,,,
Rubén Díez,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/311266-1700767558.png,311266.0,,,,,
K. Koné,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/534377-1694295048.jpg,534377.0,,,,,
K. de la Fuente,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/466809-1605278989.jpg,466809.0,,,,,
I. Schor,800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/840760-1724876835.jpg,840760.0,,,,,
